sep=,
"Time","I45 - %","I49 - %","I50 - %","I52 - %","I53 - %","I54 - %","I55 - %","I56 - %","I57 - %","I58 - %"
2026-08-18 07:00:00,100%,100%,100%,100%,71.6%,71.3%,100%,85.6%,100%,100%
2026-08-18 09:00:00,100%,100%,100%,96.3%,64.5%,47.8%,100%,100%,100%,100%
2026-08-18 11:00:00,100%,100%,84.3%,72.8%,33.2%,88.4%,100%,100%,99.8%,100%
2026-08-18 13:00:00,99.3%,100%,75.6%,71.6%,27.1%,100%,98.3%,100%,81.1%,97.2%
2026-08-18 15:00:00,78.5%,99.8%,71.6%,71.6%,66.6%,100%,82.7%,100%,71.7%,75.5%
2026-08-18 17:00:00,71.6%,73.5%,71.6%,71.4%,100%,100%,71.6%,100%,71.6%,71.6%
2026-08-18 19:00:00,71.6%,71.6%,71.6%,71.0%,100%,100%,71.6%,100%,71.6%,71.6%
2026-08-18 21:00:00,71.5%,71.6%,71.6%,64.4%,100%,99.8%,71.6%,100%,71.5%,71.6%
2026-08-18 23:00:00,86.9%,71.6%,71.6%,32.5%,100%,80.6%,89.6%,100%,100%,88.5%
2026-08-19 01:00:00,100%,71.7%,76.6%,34.7%,97.9%,72.0%,100%,100%,100%,100%
2026-08-19 03:00:00,100%,100%,100%,100%,73.8%,71.6%,100%,100%,100%,100%
2026-08-19 05:00:00,100%,100%,100%,100%,71.6%,71.5%,100%,,100%,100%
2026-08-19 07:00:00,100%,100%,100%,100%,71.6%,71.2%,100%,,100%,100%
2026-08-19 09:00:00,99.4%,100%,100%,100%,71.6%,50.2%,82.0%,,100%,100%
2026-08-19 11:00:00,75.6%,100%,100%,100%,71.6%,38.3%,71.7%,,99.9%,94.2%
2026-08-19 13:00:00,71.6%,100%,98.7%,96.6%,71.6%,100%,71.6%,,89.7%,72.4%
2026-08-19 15:00:00,71.6%,90.1%,78.5%,81.1%,71.6%,100%,71.6%,100%,72.9%,71.9%
2026-08-19 17:00:00,71.5%,71.8%,71.6%,71.6%,,100%,71.6%,100%,71.6%,71.6%
2026-08-19 19:00:00,71.5%,71.6%,71.6%,71.5%,,100%,63.9%,100%,71.6%,71.6%
2026-08-19 21:00:00,50.7%,71.6%,71.6%,71.5%,,99.8%,33.6%,100%,71.4%,71.5%
2026-08-19 23:00:00,29.5%,71.6%,71.5%,71.4%,,77.3%,47.3%,100%,83.9%,72.6%
2026-08-20 01:00:00,26.3%,74.8%,86.6%,76.2%,71.6%,71.7%,100%,100%,100%,100%
2026-08-20 03:00:00,64.8%,100%,100%,100%,71.6%,71.6%,100%,100%,100%,100%
2026-08-20 05:00:00,100%,100%,100%,100%,65.5%,71.5%,100%,99.0%,100%,100%
2026-08-20 07:00:00,100%,100%,100%,100%,37.9%,71.6%,100%,76.9%,100%,100%
2026-08-20 09:00:00,100%,100%,100%,100%,27.4%,99.0%,98.6%,71.6%,100%,100%
2026-08-20 11:00:00,100%,100%,100%,100%,25.0%,100%,80.0%,71.6%,99.9%,100.0%
2026-08-20 13:00:00,100%,99.9%,100%,100%,20.2%,100%,71.6%,71.6%,84.0%,90.3%
2026-08-20 15:00:00,98.3%,74.9%,84.9%,89.1%,100%,100%,71.6%,93.3%,71.9%,72.2%
2026-08-20 17:00:00,,73.1%,71.9%,71.8%,100%,100%,71.6%,100%,71.6%,71.6%
2026-08-20 19:00:00,,71.6%,71.6%,71.6%,100%,97.6%,71.5%,100%,71.6%,71.6%
2026-08-20 21:00:00,100%,71.6%,71.6%,71.5%,100%,73.7%,66.0%,100%,71.6%,71.5%
2026-08-20 23:00:00,100%,71.6%,71.6%,73.5%,100%,71.6%,32.2%,100%,72.0%,67.1%
2026-08-21 01:00:00,,86.5%,88.9%,100%,100%,71.6%,27.0%,100.0%,100%,41.5%
2026-08-21 03:00:00,,100%,100%,100%,98.1%,71.6%,96.6%,98.4%,100%,100%
2026-08-21 05:00:00,,100%,100%,100%,76.6%,71.6%,100%,78.4%,100%,100%
2026-08-21 07:00:00,,100%,100%,100%,71.6%,71.4%,100%,71.6%,100%,100%
2026-08-21 09:00:00,,100%,100%,100%,71.6%,47.3%,100%,71.6%,100%,100%
2026-08-21 11:00:00,,100.0%,100%,100%,79.4%,32.8%,100%,71.6%,100%,99.0%
2026-08-21 13:00:00,,81.8%,83.3%,100%,100%,100%,100%,71.3%,91.6%,76.4%
2026-08-21 15:00:00,100%,71.6%,71.6%,91.8%,100%,100%,98.3%,100%,73.7%,71.6%
2026-08-21 17:00:00,,71.6%,71.6%,72.0%,100%,100%,74.6%,100%,71.6%,71.6%
2026-08-21 19:00:00,,71.6%,71.6%,71.6%,100%,100%,71.6%,100%,71.6%,71.6%
2026-08-21 21:00:00,100%,71.6%,71.5%,71.6%,99.6%,100.0%,71.6%,100%,71.6%,71.5%
2026-08-21 23:00:00,100%,71.4%,77.2%,76.6%,79.2%,88.9%,81.4%,100%,73.2%,67.3%
2026-08-22 01:00:00,100%,71.4%,100%,100%,71.6%,72.2%,100%,100%,100%,37.9%
2026-08-22 03:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,99.5%,100%,100%
2026-08-22 05:00:00,100%,100%,100%,100%,71.5%,71.6%,100%,91.2%,100%,100%
2026-08-22 07:00:00,100.0%,100%,100%,100%,71.6%,71.5%,100%,72.1%,100%,100%
2026-08-22 09:00:00,83.7%,100%,100%,100%,71.5%,60.4%,90.0%,71.6%,100%,100%
2026-08-22 11:00:00,71.6%,100%,100%,80.6%,64.8%,31.0%,71.6%,71.6%,89.8%,100%
2026-08-22 13:00:00,71.6%,90.3%,94.4%,71.6%,32.7%,73.3%,71.6%,71.6%,72.5%,97.8%
2026-08-22 15:00:00,71.6%,71.6%,73.5%,71.6%,27.0%,100%,71.4%,90.0%,71.6%,73.3%
2026-08-22 17:00:00,71.6%,71.6%,71.6%,71.6%,25.9%,100%,71.4%,100%,71.6%,71.6%
2026-08-22 19:00:00,64.8%,71.6%,71.6%,71.6%,19.4%,100%,51.2%,100%,71.5%,71.6%
2026-08-22 21:00:00,33.7%,71.6%,71.6%,70.6%,61.2%,100%,29.6%,100%,71.6%,71.6%
2026-08-22 23:00:00,27.6%,71.5%,71.3%,52.8%,100%,98.4%,47.2%,100%,69.2%,71.1%
2026-08-23 01:00:00,100%,46.8%,88.9%,100%,95.2%,75.9%,100%,96.0%,70.4%,42.0%
2026-08-23 03:00:00,100%,30.3%,100%,100%,72.0%,71.6%,100%,72.9%,100%,71.1%
2026-08-23 05:00:00,100%,98.0%,100%,100%,71.6%,71.6%,100%,71.6%,100%,100%
2026-08-23 07:00:00,100%,100%,100%,100%,71.6%,71.5%,100%,71.6%,100%,100%
2026-08-23 09:00:00,100.0%,100%,100%,100%,71.6%,71.2%,100.0%,71.5%,100%,100%
2026-08-23 11:00:00,98.9%,99.9%,100%,100%,71.4%,49.4%,80.1%,71.5%,99.9%,100%
2026-08-23 13:00:00,75.9%,92.4%,100%,86.1%,54.1%,34.5%,71.6%,62.4%,77.8%,98.1%
2026-08-23 15:00:00,71.6%,76.8%,100%,72.6%,28.1%,100%,71.6%,33.2%,71.6%,82.0%
2026-08-23 17:00:00,71.6%,71.6%,92.4%,71.8%,26.8%,100%,71.6%,29.3%,71.6%,72.4%
2026-08-23 19:00:00,,72.2%,76.8%,71.6%,26.5%,,71.5%,,71.6%,73.2%
2026-08-23 21:00:00,71.5%,71.6%,72.6%,71.6%,27.6%,100%,74.9%,27.4%,72.7%,
2026-08-23 23:00:00,72.6%,73.4%,92.3%,73.3%,100%,100%,100%,35.4%,71.6%,100%
2026-08-24 01:00:00,100%,100%,100%,100%,100%,100%,100%,100%,73.4%,100%
2026-08-24 03:00:00,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
2026-08-24 05:00:00,100%,100%,100%,100%,99.9%,96.5%,100%,100%,100%,100%
2026-08-24 07:00:00,100%,100%,100%,100%,76.6%,72.6%,99.9%,99.9%,71.6%,100%
2026-08-24 09:00:00,100%,100%,100%,100%,71.6%,71.6%,77.7%,90.0%,,100%
2026-08-24 11:00:00,100%,84.0%,87.9%,93.7%,71.6%,84.3%,71.7%,72.1%,,86.5%
2026-08-24 13:00:00,99.9%,71.6%,71.7%,72.1%,94.7%,100%,71.6%,71.6%,,71.6%
2026-08-24 15:00:00,76.9%,71.6%,71.6%,71.6%,100%,100%,71.5%,86.5%,,71.6%
2026-08-24 17:00:00,71.6%,71.6%,71.6%,71.6%,100%,100%,71.4%,100%,71.6%,71.6%
2026-08-24 19:00:00,71.6%,71.6%,71.6%,71.6%,100%,100%,52.3%,100%,71.6%,71.5%
2026-08-24 21:00:00,71.4%,71.6%,71.6%,71.6%,100%,100%,31.7%,100%,71.5%,65.5%
2026-08-24 23:00:00,91.7%,62.1%,59.9%,72.2%,95.4%,99.3%,51.0%,100%,75.3%,34.7%
2026-08-25 01:00:00,100%,32.1%,100%,100%,73.4%,71.9%,100%,97.1%,100%,30.0%
2026-08-25 03:00:00,100%,89.2%,100%,100%,71.7%,71.6%,100%,72.8%,100%,100%
2026-08-25 05:00:00,100%,100%,100%,100%,71.6%,,100%,71.6%,100%,100%
2026-08-25 07:00:00,100%,100%,100%,100%,71.6%,,100%,71.6%,100%,100%
2026-08-25 09:00:00,99.5%,100%,100%,100%,79.1%,,93.6%,71.6%,100%,100%
2026-08-25 11:00:00,79.2%,100%,100%,100%,100%,71.6%,72.0%,71.6%,93.8%,100%
2026-08-25 13:00:00,71.4%,100%,,79.1%,100%,,71.6%,67.8%,78.0%,100%
2026-08-25 15:00:00,71.4%,93.6%,100%,71.6%,100%,,71.6%,92.8%,71.7%,84.4%
2026-08-25 17:00:00,71.5%,71.8%,89.9%,71.6%,100%,,71.4%,100%,71.5%,71.8%
2026-08-25 19:00:00,71.5%,71.6%,71.7%,71.6%,100%,,70.6%,100%,71.6%,71.6%
2026-08-25 21:00:00,71.5%,71.6%,71.6%,71.5%,100%,,38.9%,100%,71.6%,71.6%
2026-08-25 23:00:00,58.4%,71.6%,74.0%,52.5%,93.4%,,28.7%,100%,71.5%,73.9%
2026-08-26 01:00:00,45.8%,71.5%,100%,92.6%,73.6%,,71.6%,99.7%,69.8%,100%
2026-08-26 03:00:00,100%,60.2%,100%,100%,71.7%,,100%,88.5%,97.7%,100%
2026-08-26 05:00:00,100%,100%,100%,100%,71.6%,,100%,71.9%,100%,100%
2026-08-26 07:00:00,100%,100%,100%,100%,71.6%,,100%,71.6%,100%,100%
2026-08-26 09:00:00,100%,100%,100%,100%,81.0%,,100%,71.6%,100%,100%
2026-08-26 11:00:00,100%,100%,83.7%,98.0%,100%,,99.2%,74.2%,100%,82.0%
2026-08-26 13:00:00,96.1%,100%,71.5%,90.9%,100%,,77.1%,100%,94.1%,71.6%
2026-08-26 15:00:00,82.5%,89.8%,71.6%,72.7%,100%,,71.6%,100%,73.3%,71.6%
2026-08-26 17:00:00,71.0%,73.1%,71.6%,71.6%,100%,,71.6%,100%,71.6%,71.5%
2026-08-26 19:00:00,71.3%,71.6%,71.6%,71.6%,95.3%,,71.6%,100%,71.6%,71.4%
2026-08-26 21:00:00,69.1%,71.6%,71.6%,71.5%,73.6%,,71.5%,100%,77.6%,98.9%
2026-08-26 23:00:00,75.2%,76.5%,73.8%,73.1%,71.6%,100%,73.0%,99.9%,100%,100%
2026-08-27 01:00:00,100%,100%,100%,100%,71.5%,100%,100%,81.1%,100%,100%
2026-08-27 03:00:00,100%,100%,100%,100%,71.6%,100%,100%,71.6%,100%,100%
2026-08-27 05:00:00,100%,100%,100%,100%,71.6%,100%,100%,71.6%,100%,100%
2026-08-27 07:00:00,100%,100%,100%,100%,71.5%,100%,100%,71.6%,100%,100%
2026-08-27 09:00:00,100%,100%,100%,99.9%,58.0%,100.0%,100%,71.6%,99.7%,88.2%
2026-08-27 11:00:00,96.9%,88.9%,100%,86.8%,31.6%,99.4%,100%,71.4%,87.8%,72.2%
2026-08-27 13:00:00,81.4%,73.7%,87.9%,71.8%,100%,,93.0%,87.7%,71.7%,71.6%
2026-08-27 15:00:00,68.1%,71.6%,71.6%,71.6%,100%,100%,73.5%,100%,71.5%,71.6%
2026-08-27 17:00:00,70.5%,71.6%,71.6%,71.6%,100%,,71.6%,100%,71.6%,71.6%
2026-08-27 19:00:00,58.5%,71.6%,71.6%,71.6%,100%,100%,71.6%,100%,71.6%,71.5%
2026-08-27 21:00:00,42.3%,71.6%,71.6%,56.0%,96.0%,100%,71.5%,100%,71.4%,69.5%
2026-08-27 23:00:00,66.5%,71.6%,70.9%,56.4%,74.5%,100%,80.5%,100%,70.2%,56.7%
2026-08-28 01:00:00,100%,70.0%,100%,100%,71.6%,100.0%,100%,91.7%,88.0%,100%
2026-08-28 03:00:00,100%,100%,100%,100%,71.6%,95.0%,100%,73.1%,100%,100%
2026-08-28 05:00:00,100%,100%,100%,100%,71.6%,73.9%,100%,71.6%,100%,100%
2026-08-28 07:00:00,100%,100%,100%,100%,77.2%,71.6%,100%,71.6%,100%,
2026-08-28 09:00:00,100%,100%,100%,100%,100%,71.6%,100%,71.6%,100%,
2026-08-28 11:00:00,92.6%,100%,96.0%,83.0%,100%,77.5%,92.9%,80.4%,100%,
2026-08-28 13:00:00,49.3%,99.5%,73.9%,71.6%,100%,100%,73.7%,100%,90.5%,
2026-08-28 15:00:00,63.1%,77.7%,71.6%,71.6%,100%,100%,71.6%,100%,71.7%,
2026-08-28 17:00:00,67.1%,71.6%,71.6%,71.5%,100%,100%,71.6%,100%,71.6%,
2026-08-28 19:00:00,51.3%,71.6%,71.6%,71.5%,100%,100%,71.4%,,71.6%,71.6%
2026-08-28 21:00:00,57.2%,71.6%,71.6%,55.1%,100%,100%,65.1%,100%,71.6%,71.4%
2026-08-28 23:00:00,74.7%,71.5%,71.1%,53.7%,99.4%,100%,78.9%,100%,80.8%,43.8%
2026-08-29 01:00:00,100%,69.8%,98.1%,100%,79.2%,100%,100%,94.8%,100%,70.8%
2026-08-29 03:00:00,100%,100%,100%,100%,71.7%,83.8%,100%,75.9%,100%,100%
2026-08-29 05:00:00,100%,100%,100%,100%,71.6%,71.8%,100%,71.6%,100%,100%
2026-08-29 07:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,71.6%,100%,100%
2026-08-29 09:00:00,100%,100%,100%,100%,71.6%,71.5%,100%,71.6%,100%,100%
2026-08-29 11:00:00,100%,100%,98.7%,100%,67.9%,95.5%,99.7%,71.6%,98.6%,95.3%
2026-08-29 13:00:00,98.6%,89.3%,77.1%,100%,36.0%,100%,90.0%,52.3%,84.1%,71.8%
2026-08-29 15:00:00,82.8%,78.8%,71.6%,98.9%,100%,100%,72.1%,93.8%,71.8%,71.6%
2026-08-29 17:00:00,65.3%,,71.6%,83.0%,100%,100%,71.6%,100%,71.6%,71.6%
2026-08-29 19:00:00,70.3%,,71.6%,78.0%,100%,100%,71.6%,100%,71.6%,71.5%
2026-08-29 21:00:00,77.1%,100%,71.6%,100%,100%,100.0%,72.8%,100%,71.4%,66.0%
2026-08-29 23:00:00,100%,100%,53.3%,100%,100%,78.4%,100%,100%,71.3%,35.1%
2026-08-30 01:00:00,100%,100%,63.6%,100%,100%,71.6%,100%,95.9%,72.2%,48.0%
2026-08-30 03:00:00,100%,100%,100%,100%,96.4%,71.6%,100%,71.9%,100%,100%
2026-08-30 05:00:00,100%,100%,100%,100.0%,75.0%,71.6%,100%,71.6%,100%,100%
2026-08-30 07:00:00,100%,100%,100%,85.9%,71.6%,71.1%,100.0%,71.6%,100%,100%
2026-08-30 09:00:00,100%,99.6%,100%,71.6%,71.5%,40.5%,87.6%,71.6%,100%,100%
2026-08-30 11:00:00,100%,84.5%,100%,71.6%,71.6%,91.5%,71.5%,71.0%,100%,100.0%
2026-08-30 13:00:00,100%,71.6%,95.6%,71.6%,74.0%,100%,71.6%,51.2%,100%,80.0%
2026-08-30 15:00:00,99.9%,,73.5%,71.6%,100%,100%,71.6%,29.1%,99.1%,71.6%
2026-08-30 17:00:00,98.4%,,71.6%,71.2%,100%,100%,71.6%,30.0%,98.2%,71.6%
2026-08-30 19:00:00,85.9%,,71.6%,39.2%,100%,100%,71.6%,100%,79.4%,71.6%
2026-08-30 21:00:00,67.9%,,71.6%,27.5%,100%,100%,83.2%,100%,71.6%,71.2%
2026-08-30 23:00:00,66.4%,71.6%,71.6%,22.0%,100%,87.5%,100%,100%,71.6%,58.9%
2026-08-31 01:00:00,100%,71.6%,88.2%,96.9%,100%,71.6%,100%,100%,82.6%,100%
2026-08-31 03:00:00,100%,,100%,100%,100%,71.6%,100%,100.0%,100%,100%
2026-08-31 05:00:00,100%,,100%,100%,100.0%,71.6%,100%,90.1%,100%,100%
2026-08-31 07:00:00,100%,,100%,100%,88.8%,71.4%,99.7%,71.6%,100%,100%
2026-08-31 09:00:00,100%,71.6%,100%,100%,72.5%,83.3%,75.0%,71.6%,100%,99.5%
2026-08-31 11:00:00,100%,,100%,99.8%,71.6%,100%,71.6%,71.6%,100%,82.4%
2026-08-31 13:00:00,99.9%,,97.7%,80.2%,74.5%,100%,71.6%,71.6%,100%,71.6%
2026-08-31 15:00:00,66.5%,,77.2%,71.6%,100%,100%,71.6%,70.6%,100.0%,71.6%
2026-08-31 17:00:00,62.3%,,71.7%,73.2%,100%,100%,71.4%,37.8%,93.5%,71.6%
2026-08-31 19:00:00,64.5%,,71.6%,100%,100%,90.8%,52.3%,37.6%,78.7%,71.6%
2026-08-31 21:00:00,66.0%,71.6%,71.5%,100%,100%,71.8%,30.8%,100%,71.7%,71.1%
2026-08-31 23:00:00,97.7%,,71.6%,100%,100%,71.6%,26.8%,100%,71.6%,53.6%
2026-09-01 01:00:00,100%,,,,,71.6%,26.8%,100%,71.6%,42.1%
2026-09-01 03:00:00,100%,,,100%,,71.6%,26.6%,100%,71.6%,35.8%
2026-09-01 05:00:00,100%,,71.5%,100%,100%,,,100%,71.5%,28.3%
2026-09-01 07:00:00,100%,,71.1%,100%,100%,72.1%,23.2%,100%,71.4%,46.1%
2026-09-01 09:00:00,100%,,54.9%,100%,100%,99.6%,20.4%,100.0%,67.0%,98.5%
2026-09-01 11:00:00,100%,,31.0%,100%,,100%,75.8%,83.7%,39.2%,78.8%
2026-09-01 13:00:00,100%,,27.4%,99.0%,,100%,71.6%,71.7%,28.8%,71.6%
2026-09-01 15:00:00,99.6%,,93.9%,78.5%,,100%,71.6%,71.6%,26.8%,71.6%
2026-09-01 17:00:00,82.5%,,73.8%,71.7%,,100%,71.6%,71.6%,26.8%,71.4%
2026-09-01 19:00:00,71.6%,,71.6%,71.6%,,,71.6%,71.6%,,
2026-09-01 21:00:00,69.8%,,75.3%,71.6%,,,71.6%,71.6%,,71.5%
2026-09-01 23:00:00,71.5%,,100%,71.6%,,,71.6%,83.3%,,71.6%
2026-09-02 01:00:00,63.9%,,100%,82.3%,,,71.5%,100%,26.3%,80.1%
2026-09-02 03:00:00,68.8%,,100%,100%,,,86.0%,100%,60.2%,100%
2026-09-02 05:00:00,70.4%,,100%,100%,100%,,100%,100%,100%,100%
2026-09-02 07:00:00,62.1%,,100%,100%,,,100%,100%,100%,100%
2026-09-02 09:00:00,32.2%,,100%,100%,100%,,100%,100%,100%,100%
2026-09-02 11:00:00,37.8%,,100%,97.0%,100%,100%,100%,99.5%,100%,100%
2026-09-02 13:00:00,100%,,95.1%,73.7%,100%,100%,100%,75.0%,100%,100%
2026-09-02 15:00:00,100%,71.6%,74.1%,71.6%,100%,100%,95.6%,79.6%,99.9%,88.4%
2026-09-02 17:00:00,100.0%,87.3%,71.6%,71.6%,100%,100%,73.8%,100%,80.1%,71.7%
2026-09-02 19:00:00,100%,,71.6%,71.3%,100%,100%,,100%,71.7%,71.6%
2026-09-02 21:00:00,98.7%,,71.5%,71.0%,100%,99.3%,,100%,71.6%,71.6%
2026-09-02 23:00:00,73.7%,100%,71.8%,54.5%,98.7%,78.0%,100%,100.0%,73.0%,71.6%
2026-09-03 01:00:00,100%,100%,100%,100%,79.9%,71.6%,100%,88.2%,100%,73.3%
2026-09-03 03:00:00,100%,100%,100%,100%,71.9%,71.6%,100%,72.3%,100%,100%
2026-09-03 05:00:00,100%,100%,100%,100%,71.7%,71.6%,100%,71.6%,100%,100%
2026-09-03 07:00:00,100%,100%,100%,100%,71.6%,71.5%,100%,71.6%,100%,100%
2026-09-03 09:00:00,100%,100%,100%,100%,71.5%,71.4%,89.0%,71.6%,100%,100%
2026-09-03 11:00:00,100%,100%,100%,82.7%,72.3%,86.3%,71.8%,71.5%,99.8%,100%
2026-09-03 13:00:00,95.3%,100%,99.6%,71.7%,100%,100%,71.6%,71.5%,88.1%,100%
2026-09-03 15:00:00,71.6%,99.8%,81.3%,71.6%,100%,100%,71.6%,71.1%,73.7%,83.3%
2026-09-03 17:00:00,71.6%,83.3%,71.7%,71.6%,100%,100%,71.5%,,71.6%,71.6%
2026-09-03 19:00:00,71.6%,71.6%,71.6%,93.7%,100%,100%,61.2%,,71.6%,71.6%
2026-09-03 21:00:00,65.6%,71.6%,71.6%,100%,100%,100%,31.6%,,71.6%,71.6%
2026-09-03 23:00:00,70.4%,71.6%,72.7%,100%,86.9%,94.4%,93.1%,70.2%,76.0%,71.6%
2026-09-04 01:00:00,48.2%,83.2%,100%,100%,72.0%,71.9%,100%,84.7%,100%,71.5%
2026-09-04 03:00:00,60.7%,100%,100%,98.8%,71.6%,71.6%,100%,,100%,88.4%
2026-09-04 05:00:00,100%,100%,100%,93.0%,71.6%,71.6%,100%,,100%,100%
2026-09-04 07:00:00,100%,100%,100%,75.4%,71.5%,71.6%,100%,,100%,100%
2026-09-04 09:00:00,100%,100%,100%,71.6%,71.5%,73.1%,89.8%,,100%,100%
2026-09-04 11:00:00,100%,100.0%,100%,71.5%,69.2%,100%,71.7%,,100%,100%
2026-09-04 13:00:00,100%,86.9%,99.8%,71.6%,100%,100%,71.6%,,93.0%,100%
2026-09-04 15:00:00,86.0%,72.4%,82.2%,71.2%,100%,100%,71.6%,100%,71.9%,100%
2026-09-04 17:00:00,71.6%,71.6%,71.6%,53.9%,100%,100%,71.6%,100%,71.6%,97.1%
2026-09-04 19:00:00,71.6%,71.6%,71.6%,76.1%,100%,100%,74.6%,100%,71.6%,82.9%
2026-09-04 21:00:00,71.5%,71.6%,71.6%,100%,100%,99.3%,100%,100%,71.6%,71.6%
2026-09-04 23:00:00,81.2%,71.6%,78.1%,100%,77.0%,77.1%,100%,100%,78.2%,71.6%
2026-09-05 01:00:00,100%,98.7%,100%,100%,71.6%,71.6%,100%,100%,100%,74.7%
2026-09-05 03:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,100%,100%,100%
2026-09-05 05:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,95.9%,100%,
2026-09-05 07:00:00,100%,100%,100%,99.4%,71.5%,71.6%,95.9%,85.7%,100%,
2026-09-05 09:00:00,100%,100%,100%,79.2%,69.1%,65.9%,73.9%,71.6%,100%,
2026-09-05 11:00:00,99.8%,100%,98.1%,71.6%,34.7%,35.1%,71.6%,82.0%,100%,100%
2026-09-05 13:00:00,89.8%,100.0%,86.5%,71.6%,100%,99.8%,71.6%,100%,90.6%,
2026-09-05 15:00:00,75.6%,77.6%,71.6%,71.4%,100%,100%,71.6%,100%,72.2%,
2026-09-05 17:00:00,71.6%,71.6%,71.6%,70.9%,100%,100%,71.6%,100%,71.6%,
2026-09-05 19:00:00,71.6%,71.6%,71.6%,42.2%,100%,100%,71.1%,100%,71.6%,
2026-09-05 21:00:00,71.6%,71.6%,71.6%,28.2%,100%,100%,51.8%,97.7%,71.6%,
2026-09-05 23:00:00,71.6%,71.6%,71.5%,41.1%,97.8%,87.4%,93.0%,74.3%,73.2%,
2026-09-06 01:00:00,100%,98.0%,98.1%,100%,72.9%,71.8%,100%,71.6%,100%,100%
2026-09-06 03:00:00,100%,97.8%,100%,100%,71.7%,70.2%,100%,71.6%,100%,100%
2026-09-06 05:00:00,100%,95.8%,100%,100%,71.6%,71.6%,100%,71.6%,100%,100%
2026-09-06 07:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,71.6%,100%,100%
2026-09-06 09:00:00,100.0%,100%,100%,100%,71.5%,70.0%,97.4%,71.5%,100%,100%
2026-09-06 11:00:00,82.6%,100.0%,100%,91.6%,76.4%,88.2%,73.6%,58.4%,100%,100%
2026-09-06 13:00:00,71.6%,86.4%,90.1%,71.7%,100%,100%,71.6%,100%,100.0%,100%
2026-09-06 15:00:00,71.6%,71.6%,72.4%,71.6%,100%,100%,71.6%,100%,90.1%,95.2%
2026-09-06 17:00:00,71.6%,71.6%,71.5%,71.6%,100%,100%,71.6%,100%,73.8%,72.3%
2026-09-06 19:00:00,71.4%,71.6%,71.6%,71.5%,100%,100%,71.5%,100%,71.6%,71.6%
2026-09-06 21:00:00,46.1%,71.6%,71.6%,55.9%,100.0%,85.0%,54.0%,100%,71.6%,71.6%
2026-09-06 23:00:00,28.6%,71.6%,71.5%,32.8%,80.4%,72.1%,100%,94.8%,73.2%,71.5%
2026-09-07 01:00:00,84.1%,66.3%,89.8%,100%,71.6%,71.6%,100%,72.0%,100%,81.9%
2026-09-07 03:00:00,100%,68.9%,100%,100%,71.6%,71.6%,100%,71.6%,100%,100%
2026-09-07 05:00:00,100%,100%,100%,100%,71.6%,71.5%,100%,71.6%,100%,100%
2026-09-07 07:00:00,100%,100%,100%,100%,71.6%,59.6%,100%,71.5%,100%,100%
2026-09-07 09:00:00,100%,100%,100%,100%,63.7%,32.5%,90.3%,71.4%,100%,100%
2026-09-07 11:00:00,93.5%,100%,82.6%,83.3%,37.7%,48.5%,71.7%,49.4%,99.9%,100%
2026-09-07 13:00:00,71.6%,100%,71.8%,71.7%,100%,100%,71.6%,95.6%,89.0%,100%
2026-09-07 15:00:00,71.6%,87.5%,71.6%,71.6%,100%,100%,71.6%,100%,71.7%,100%
2026-09-07 17:00:00,71.6%,71.6%,71.6%,71.6%,100%,100%,71.6%,100%,100%,95.5%
2026-09-07 19:00:00,71.4%,71.6%,71.6%,71.5%,100%,100%,71.6%,100%,,72.6%
2026-09-07 21:00:00,90.0%,71.6%,69.8%,71.3%,100%,100%,85.1%,100%,100%,71.6%
2026-09-07 23:00:00,100%,71.6%,37.0%,72.9%,94.3%,100%,100%,97.5%,100%,71.6%
2026-09-08 01:00:00,100%,73.2%,83.1%,100%,71.8%,99.8%,100%,77.0%,100%,92.4%
2026-09-08 03:00:00,100%,100%,100%,100%,71.6%,81.5%,100%,71.6%,100%,100%
2026-09-08 05:00:00,100%,100%,,100%,71.6%,71.6%,100%,71.3%,100%,100%
2026-09-08 07:00:00,99.9%,100%,,100%,71.6%,71.6%,99.9%,71.5%,100%,100%
2026-09-08 09:00:00,80.0%,100%,,100%,71.5%,71.6%,83.5%,71.5%,99.9%,100%
2026-09-08 11:00:00,71.5%,100%,,85.0%,82.6%,73.7%,71.6%,70.3%,85.1%,100%
2026-09-08 13:00:00,71.5%,91.6%,,72.6%,100%,100%,71.6%,39.3%,71.6%,100%
2026-09-08 15:00:00,71.6%,71.9%,,71.6%,100%,100%,71.6%,70.0%,71.6%,78.8%
2026-09-08 17:00:00,71.3%,71.6%,,71.6%,100%,100%,71.6%,100%,71.6%,71.6%
2026-09-08 19:00:00,57.3%,71.6%,,71.5%,100%,100%,68.3%,100%,71.6%,71.6%
2026-09-08 21:00:00,30.7%,71.5%,,71.1%,99.0%,99.9%,33.0%,100%,71.5%,71.5%
2026-09-08 23:00:00,32.6%,71.5%,,61.5%,87.0%,83.2%,30.5%,100%,78.9%,71.5%
2026-09-09 01:00:00,100%,72.6%,,100%,72.4%,71.6%,100%,99.9%,100%,84.8%
2026-09-09 03:00:00,100%,100%,100%,100%,71.6%,71.6%,100%,76.4%,100%,100%
