sep=,
"Time","I45 - %","I49 - %","I50 - %","I52 - %","I53 - %","I54 - %","I55 - %","I56 - %","I57 - %","I58 - %"
2026-09-09 15:03:40,,100%,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:04:00,,100%,,,100%,100%,71.6%,,71.6%,
2026-09-09 15:04:20,,,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:04:40,,,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:05:00,,,,,100%,100%,71.6%,,71.6%,
2026-09-09 15:05:20,,100%,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:05:40,,100%,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:06:00,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:06:20,,,100%,78.7%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:06:40,,,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:07:00,,,100%,78.7%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:07:20,,,100%,78.7%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:07:40,,,100%,78.7%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:08:00,,,100%,78.7%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:08:20,,,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:08:40,,,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:09:00,,,100%,71.6%,100%,100%,71.6%,,71.6%,
2026-09-09 15:09:20,,,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:09:40,,,100%,,100%,100%,71.6%,,71.6%,
2026-09-09 15:10:00,,,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:10:20,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:10:40,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:11:00,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:11:20,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:11:40,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:12:00,,100%,100%,78.7%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:12:20,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:12:40,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:13:00,,100%,100%,,100%,100%,71.6%,100%,71.6%,
2026-09-09 15:13:20,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:13:40,,100%,100%,77.3%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:14:00,,100%,100%,81.1%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:14:20,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:14:40,,,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:15:00,,,100%,78.7%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:15:20,,100%,100%,78.7%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:15:40,,100%,100%,78.7%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:16:00,,,100%,78.7%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:16:20,,,100%,78.7%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:16:40,,,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:17:00,,,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:17:20,,,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:17:40,,,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:18:00,,,,,100%,100%,71.6%,,71.6%,
2026-09-09 15:18:20,,,,71.6%,,100%,71.6%,100%,71.6%,100%
2026-09-09 15:18:40,,,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:19:00,,,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:19:20,,,,78.7%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:19:40,,,,71.6%,100%,100%,71.6%,,71.6%,
2026-09-09 15:20:00,,,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:20:20,,100%,,,100%,100%,71.6%,,71.6%,
2026-09-09 15:20:40,,100%,,78.7%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:21:00,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:21:20,,100%,,78.7%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:21:40,,100%,,78.7%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:22:00,,100%,,85.8%,,100%,71.6%,100%,71.6%,100%
2026-09-09 15:22:20,,100%,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:22:40,,100%,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:23:00,,100%,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:23:20,,100%,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:23:40,,100%,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:24:00,,100%,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:24:20,,100%,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:24:40,,100%,,78.7%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:25:00,,100%,,78.7%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:25:20,,100%,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:25:40,,100%,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:26:00,,100%,100%,78.7%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:26:20,,,100%,78.7%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:26:40,,,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:27:00,,,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:27:20,,,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:27:40,,,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:28:00,,,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:28:20,,,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:28:40,,,100%,71.6%,100%,100%,71.6%,,71.6%,
2026-09-09 15:29:00,,,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:29:20,,,100%,,100%,100%,71.6%,,71.6%,
2026-09-09 15:29:40,,,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:30:00,,,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:30:20,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:30:40,,100%,100%,78.7%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:31:00,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:31:20,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:31:40,,100%,100%,78.7%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:32:00,,100%,100%,78.7%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:32:20,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:32:40,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:33:00,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:33:20,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:33:40,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:34:00,,,100%,85.8%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:34:20,,,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:34:40,,,,71.6%,100%,100%,71.6%,,71.6%,
2026-09-09 15:35:00,,,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:35:20,,100%,,,100%,100%,71.6%,,71.6%,
2026-09-09 15:35:40,,100%,,71.6%,100%,100%,71.6%,100%,71.6%,94.3%
2026-09-09 15:36:00,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:36:20,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:36:40,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:37:00,,100%,100%,100%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:37:20,,,100%,100%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:37:40,,,100%,,100%,100%,71.6%,,71.6%,
2026-09-09 15:38:00,,,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:38:20,,,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:38:40,,,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:39:00,,,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:39:20,,,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:39:40,,,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:40:00,,,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:40:20,,100%,,71.6%,100%,100%,71.6%,,71.6%,
2026-09-09 15:40:40,,100%,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:41:00,,100%,100%,,100%,100%,71.6%,,71.6%,
2026-09-09 15:41:20,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:41:40,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,71.6%
2026-09-09 15:42:00,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:42:20,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,71.6%
2026-09-09 15:42:40,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,85.8%
2026-09-09 15:43:00,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,71.6%
2026-09-09 15:43:20,,,100%,71.6%,100%,100%,71.6%,100%,71.6%,71.6%
2026-09-09 15:43:40,,,100%,85.8%,100%,100%,71.6%,100%,71.6%,71.6%
2026-09-09 15:44:00,,,100%,71.6%,100%,100%,71.6%,100%,71.6%,71.6%
2026-09-09 15:44:20,,,100%,71.6%,100%,100%,71.6%,100%,71.6%,71.6%
2026-09-09 15:44:40,,,100%,71.6%,100%,100%,71.6%,100%,71.6%,71.6%
2026-09-09 15:45:00,,,100%,71.6%,100%,100%,71.6%,100%,71.6%,71.6%
2026-09-09 15:45:20,,100%,,71.6%,100%,100%,71.6%,100%,71.6%,71.6%
2026-09-09 15:45:40,,100%,,,,100%,71.6%,,71.6%,
2026-09-09 15:46:00,,100%,100%,71.6%,100%,100%,71.6%,100%,71.6%,71.6%
2026-09-09 15:46:20,,100%,,71.6%,100%,100%,71.6%,100%,71.6%,71.6%
2026-09-09 15:46:40,,100%,,,100%,100%,71.6%,100%,71.6%,
2026-09-09 15:47:00,,100%,,71.6%,100%,100%,71.6%,100%,71.6%,71.6%
2026-09-09 15:47:20,,100%,,71.6%,100%,100%,71.6%,100%,71.6%,71.6%
2026-09-09 15:47:40,,,,,100%,100%,71.6%,100%,71.6%,
2026-09-09 15:48:00,,,,71.6%,100%,100%,71.6%,100%,71.6%,71.6%
2026-09-09 15:48:20,,,,71.6%,100%,100%,71.6%,100%,71.6%,71.6%
2026-09-09 15:48:40,,,,71.6%,100%,100%,71.6%,100%,71.6%,71.6%
2026-09-09 15:49:00,,,,71.6%,100%,100%,71.6%,100%,71.6%,71.6%
2026-09-09 15:49:20,,,,71.6%,100%,100%,71.6%,100%,71.6%,71.6%
2026-09-09 15:49:40,,,,71.6%,,100%,71.6%,100%,71.6%,71.6%
2026-09-09 15:50:00,,,,71.6%,,100%,71.6%,100%,71.6%,71.6%
2026-09-09 15:50:20,,100%,,71.6%,,100%,71.6%,100%,71.6%,71.6%
2026-09-09 15:50:40,,100%,,71.6%,,100%,71.6%,100%,71.6%,71.6%
2026-09-09 15:51:00,,100%,,71.6%,,100%,71.6%,100%,71.6%,71.6%
2026-09-09 15:51:20,,100%,,71.6%,,100%,71.6%,100%,71.6%,100%
2026-09-09 15:51:40,,100%,,71.6%,,100%,71.6%,100%,71.6%,100%
2026-09-09 15:52:00,,100%,,71.6%,,100%,71.6%,100%,71.6%,100%
2026-09-09 15:52:20,,100%,,71.6%,100%,100%,71.6%,100%,71.6%,100%
2026-09-09 15:52:40,,100%,,100%,100%,100%,71.6%,100%,71.6%,
2026-09-09 15:53:00,,100%,,71.6%,,100%,71.6%,100%,71.6%,
2026-09-09 15:53:20,,100%,,71.6%,,100%,71.6%,,71.6%,
2026-09-09 15:53:40,,,,,,,,,,

