sep=,
"Time","I38","I39","I40","I41","I42","I43","I44","I48","I38","I39","I40","I41","I42","I43","I44","I48"
2026-09-08 05:16:00,25.6 V,26.8 V,26.6 V,26.9 V,,27.0 V,26.9 V,26.2 V,241 rpm,1900 rpm,1841 rpm,1895 rpm,,912 rpm,1789 rpm,1856 rpm
2026-09-08 05:18:00,25.1 V,26.9 V,26.8 V,26.9 V,,27 V,26.9 V,26.2 V,0 rpm,1900 rpm,1783 rpm,1899 rpm,,800 rpm,1842 rpm,1889 rpm
2026-09-08 05:20:00,,26.8 V,26.9 V,26.9 V,,27.0 V,26.9 V,26 V,,1381 rpm,1787 rpm,1900 rpm,,800 rpm,1826 rpm,1801 rpm
2026-09-08 05:22:00,,26.9 V,,26.9 V,,27.0 V,26.9 V,26.3 V,,1514 rpm,,1901 rpm,,800 rpm,1844 rpm,1738 rpm
2026-09-08 05:24:00,,26.9 V,,26.9 V,,26.4 V,26.9 V,26.3 V,,800 rpm,,1899 rpm,,800 rpm,1823 rpm,1748 rpm
2026-09-08 05:26:00,,26.8 V,26.9 V,26.9 V,,27.0 V,26.9 V,26.4 V,,800 rpm,1885 rpm,1901 rpm,,800 rpm,1817 rpm,1707 rpm
2026-09-08 05:28:00,,26.6 V,26.9 V,26.7 V,,27.0 V,26.9 V,26.2 V,,800 rpm,1797 rpm,1332 rpm,,800 rpm,1838 rpm,1751 rpm
2026-09-08 05:30:00,,26.7 V,26.8 V,25.1 V,,27.0 V,26.9 V,26.3 V,,800 rpm,1872 rpm,0 rpm,,800 rpm,1853 rpm,1740 rpm
2026-09-08 05:32:00,,,26.9 V,25.3 V,,27.0 V,26.9 V,26.3 V,,,1816 rpm,0 rpm,,800 rpm,1845 rpm,1730 rpm
2026-09-08 05:34:00,,,26.1 V,25.2 V,,27.1 V,26.9 V,26.2 V,,,1867 rpm,0 rpm,,800 rpm,1846 rpm,1274 rpm
2026-09-08 05:36:00,,,26.8 V,25.2 V,,27.0 V,26.9 V,26.5 V,,,1694 rpm,0 rpm,,800 rpm,1826 rpm,800 rpm
2026-09-08 05:38:00,,,26.8 V,25.2 V,,27.1 V,26.8 V,26.6 V,,,1797 rpm,0 rpm,,800 rpm,1852 rpm,1245 rpm
2026-09-08 05:40:00,,,26.1 V,25.2 V,,27.1 V,26.7 V,26.3 V,,,1817 rpm,0 rpm,,800 rpm,1838 rpm,1761 rpm
2026-09-08 05:42:00,,,26.9 V,25.2 V,,27.1 V,26.9 V,26.2 V,,,1789 rpm,0 rpm,,800 rpm,1821 rpm,1840 rpm
2026-09-08 05:44:00,,,26.8 V,25.2 V,,27.1 V,26.9 V,26.3 V,,,1766 rpm,0 rpm,,800 rpm,1837 rpm,1812 rpm
2026-09-08 05:46:00,,,26.6 V,25.2 V,,27.1 V,26.9 V,26.4 V,,,1798 rpm,0 rpm,,800 rpm,1826 rpm,1829 rpm
2026-09-08 05:48:00,,,26.8 V,25.2 V,,27.1 V,26.9 V,26.3 V,,,1781 rpm,0 rpm,,800 rpm,1822 rpm,1813 rpm
2026-09-08 05:50:00,,,26.6 V,25.2 V,,27.1 V,26.5 V,25.8 V,,,1805 rpm,0 rpm,,800 rpm,1412 rpm,1622 rpm
2026-09-08 05:52:00,,,26.8 V,25.2 V,,27.1 V,26.9 V,26.3 V,,,1762 rpm,0 rpm,,800 rpm,1227 rpm,1381 rpm
2026-09-08 05:54:00,,,26.6 V,25.2 V,,27.1 V,26.8 V,26.2 V,,,1826 rpm,0 rpm,,800 rpm,1134 rpm,1772 rpm
2026-09-08 05:56:00,,,26.9 V,25.2 V,,27.1 V,,26.3 V,,,1776 rpm,0 rpm,,800 rpm,,1842 rpm
2026-09-08 05:58:00,,,26.8 V,25.2 V,,27.1 V,,,,,1800 rpm,0 rpm,,800 rpm,,
2026-09-08 06:00:00,,,26.7 V,25.2 V,,27.1 V,,,,,1085 rpm,0 rpm,,800 rpm,,
2026-09-08 06:02:00,,,,25.2 V,,27.2 V,,,,,,0 rpm,,800 rpm,,
2026-09-08 06:04:00,,,,25.2 V,,27.1 V,,,,,,0 rpm,,800 rpm,,
2026-09-08 06:06:00,,,,25.2 V,,27.2 V,,,,,,0 rpm,,800 rpm,,
2026-09-08 06:08:00,,,,24.9 V,,27.1 V,,,,,,0 rpm,,800 rpm,,
2026-09-08 06:10:00,,,,26.5 V,,27.2 V,,,,,,985 rpm,,800 rpm,,
2026-09-08 06:12:00,,,,26.9 V,,27.1 V,,,,,,1834 rpm,,800 rpm,,
2026-09-08 06:14:00,,,,26.9 V,,27.2 V,,,,,,1824 rpm,,800 rpm,,
2026-09-08 06:16:00,,,,26.9 V,,27.2 V,,,,,,1794 rpm,,800 rpm,,
2026-09-08 06:18:00,,26.9 V,,26.9 V,,27.2 V,,,,800 rpm,,1832 rpm,,800 rpm,,
2026-09-08 06:20:00,,26.9 V,,26.9 V,,27.2 V,,,,1882 rpm,,1841 rpm,,800 rpm,,
2026-09-08 06:22:00,,27.0 V,,26.8 V,,26.1 V,,,,1900 rpm,,1838 rpm,,800 rpm,,
2026-09-08 06:24:00,,27.0 V,,26.8 V,,27.1 V,,,,1881 rpm,,1838 rpm,,800 rpm,,
2026-09-08 06:26:00,,27.0 V,,26.8 V,,27.1 V,,,,1836 rpm,,1847 rpm,,800 rpm,,
2026-09-08 06:28:00,,27.0 V,,26.8 V,,27.1 V,,,,1843 rpm,,940 rpm,,1763 rpm,,
2026-09-08 06:30:00,,26.9 V,,26.8 V,,27.1 V,26.8 V,,,1841 rpm,,800 rpm,,1828 rpm,1900 rpm,
2026-09-08 06:32:00,,26.9 V,,26.8 V,,27.2 V,26.8 V,,,1822 rpm,,1528 rpm,,1763 rpm,1900 rpm,
2026-09-08 06:34:00,,26.9 V,,26.8 V,,27.1 V,26.8 V,,,1841 rpm,,1084 rpm,,1795 rpm,1836 rpm,
2026-09-08 06:36:00,,26.9 V,,26.8 V,,27.1 V,26.8 V,,,1829 rpm,,800 rpm,,1793 rpm,1808 rpm,
2026-09-08 06:38:00,,26.9 V,26.8 V,26.8 V,,27.1 V,26.8 V,,,1835 rpm,1741 rpm,800 rpm,,1794 rpm,1815 rpm,
2026-09-08 06:40:00,,26.9 V,26.8 V,26.8 V,,,26.6 V,26.2 V,,1837 rpm,1796 rpm,800 rpm,,,1836 rpm,1789 rpm
2026-09-08 06:42:00,,26.9 V,26.9 V,26.8 V,,27.1 V,26.8 V,26.2 V,,1873 rpm,1772 rpm,800 rpm,,1799 rpm,1867 rpm,1839 rpm
2026-09-08 06:44:00,,26.9 V,26.3 V,26.8 V,,27.1 V,26.8 V,26.2 V,,1901 rpm,1794 rpm,800 rpm,,1791 rpm,1856 rpm,1900 rpm
2026-09-08 06:46:00,,26.9 V,26.9 V,26.8 V,,27.1 V,26.8 V,26.3 V,,1844 rpm,1765 rpm,800 rpm,,1817 rpm,1852 rpm,1842 rpm
2026-09-08 06:48:00,,26.9 V,26.8 V,26.8 V,,27.1 V,26.8 V,26.3 V,,1843 rpm,1769 rpm,984 rpm,,1824 rpm,1819 rpm,1795 rpm
2026-09-08 06:50:00,,26.9 V,26.6 V,26.8 V,,27.1 V,26.8 V,26.3 V,,1828 rpm,1803 rpm,1754 rpm,,1804 rpm,1807 rpm,1825 rpm
2026-09-08 06:52:00,,26.9 V,26.9 V,26.8 V,,27.1 V,26.8 V,26.3 V,,1842 rpm,1771 rpm,1791 rpm,,1823 rpm,1819 rpm,1845 rpm
2026-09-08 06:54:00,,26.9 V,26.9 V,26.8 V,,27.1 V,26.8 V,26.3 V,,1826 rpm,1781 rpm,1814 rpm,,1808 rpm,1830 rpm,1835 rpm
2026-09-08 06:56:00,,26.9 V,26.7 V,26.8 V,,27.1 V,26.8 V,26.3 V,,1839 rpm,1812 rpm,1829 rpm,,1806 rpm,1834 rpm,1827 rpm
2026-09-08 06:58:00,,26.7 V,26.9 V,26.9 V,,27.1 V,26.7 V,26.2 V,,1832 rpm,1796 rpm,1457 rpm,,1815 rpm,1823 rpm,1823 rpm
2026-09-08 07:00:00,,26.9 V,26.9 V,26.9 V,,27.1 V,26.8 V,26.3 V,,1845 rpm,1791 rpm,1400 rpm,,1817 rpm,1824 rpm,1795 rpm
2026-09-08 07:02:00,,26.9 V,26.7 V,26.9 V,,26.9 V,26.7 V,26.3 V,,1847 rpm,1789 rpm,1400 rpm,,1825 rpm,1823 rpm,1797 rpm
2026-09-08 07:04:00,,26.9 V,26.9 V,26.9 V,,26.6 V,26.6 V,26.2 V,,1839 rpm,1783 rpm,1400 rpm,,948 rpm,1848 rpm,1829 rpm
2026-09-08 07:06:00,,26.9 V,26.9 V,26.9 V,,27.0 V,26.7 V,26.0 V,,1838 rpm,1774 rpm,1400 rpm,,800 rpm,1817 rpm,1829 rpm
2026-09-08 07:08:00,,26.9 V,26.7 V,26.9 V,,27.0 V,26.7 V,26.1 V,,1839 rpm,1781 rpm,1399 rpm,,800 rpm,1827 rpm,1826 rpm
2026-09-08 07:10:00,,26.9 V,26.9 V,26.9 V,,27.0 V,26.5 V,26.2 V,,1844 rpm,1785 rpm,1400 rpm,,800 rpm,1844 rpm,1815 rpm
2026-09-08 07:12:00,,26.9 V,26.9 V,26.9 V,,26.5 V,26.7 V,26.2 V,,1839 rpm,1767 rpm,1400 rpm,,800 rpm,1821 rpm,1843 rpm
2026-09-08 07:14:00,,26.8 V,26.6 V,26.9 V,,27.0 V,26.7 V,26.0 V,,1837 rpm,1791 rpm,1225 rpm,,1171 rpm,1824 rpm,1827 rpm
2026-09-08 07:16:00,,26.8 V,26.9 V,26.9 V,,27.0 V,26.7 V,25.9 V,,1849 rpm,1777 rpm,800 rpm,,1813 rpm,1833 rpm,1822 rpm
2026-09-08 07:18:00,,26.8 V,26.9 V,26.9 V,,27.0 V,26.7 V,26.0 V,,1834 rpm,1778 rpm,800 rpm,,1833 rpm,1819 rpm,1832 rpm
2026-09-08 07:20:00,,26.8 V,26.6 V,26.9 V,,27.0 V,26.7 V,26.2 V,,1832 rpm,1807 rpm,800 rpm,,1794 rpm,1819 rpm,1821 rpm
2026-09-08 07:22:00,,26.8 V,26.9 V,26.9 V,,27.0 V,26.7 V,26.2 V,,1831 rpm,1756 rpm,800 rpm,,1778 rpm,1820 rpm,1812 rpm
2026-09-08 07:24:00,,26.8 V,26.9 V,26.9 V,,27.1 V,26.7 V,26.2 V,,1845 rpm,1836 rpm,800 rpm,,1826 rpm,1821 rpm,1828 rpm
2026-09-08 07:26:00,,26.8 V,26.7 V,26.9 V,,27.1 V,26.7 V,26.1 V,,1842 rpm,1800 rpm,800 rpm,,1813 rpm,1823 rpm,1806 rpm
2026-09-08 07:28:00,,26.8 V,26.9 V,26.9 V,,27.1 V,26.7 V,26.2 V,,1851 rpm,1780 rpm,800 rpm,,1791 rpm,1822 rpm,1809 rpm
2026-09-08 07:30:00,,26.8 V,26.9 V,26.9 V,,27.1 V,26.7 V,26.2 V,,1833 rpm,1756 rpm,800 rpm,,1840 rpm,1825 rpm,1820 rpm
2026-09-08 07:32:00,,26.8 V,26.9 V,26.9 V,,27.0 V,26.5 V,26.2 V,,1772 rpm,1814 rpm,800 rpm,,1804 rpm,1823 rpm,1814 rpm
2026-09-08 07:34:00,,26.8 V,26.9 V,26.8 V,,27.1 V,26.7 V,26.2 V,,1605 rpm,1787 rpm,800 rpm,,1815 rpm,1812 rpm,1876 rpm
2026-09-08 07:36:00,,26.8 V,26.7 V,26.8 V,,27.0 V,26.7 V,26.0 V,,1400 rpm,1798 rpm,800 rpm,,1827 rpm,1817 rpm,1843 rpm
2026-09-08 07:38:00,,26.8 V,26.9 V,26.8 V,,27.0 V,26.7 V,26.2 V,,1400 rpm,1773 rpm,800 rpm,,1823 rpm,1812 rpm,1799 rpm
2026-09-08 07:40:00,,26.8 V,26.7 V,26.8 V,,27.0 V,26.7 V,26.2 V,,1601 rpm,1794 rpm,800 rpm,,1802 rpm,1822 rpm,1829 rpm
2026-09-08 07:42:00,,26.8 V,26.9 V,26.9 V,,26.9 V,26.7 V,26.2 V,,1658 rpm,1761 rpm,1433 rpm,,1833 rpm,1813 rpm,1858 rpm
2026-09-08 07:44:00,,26.8 V,26.9 V,26.9 V,,27.0 V,26.7 V,26.2 V,,1833 rpm,1773 rpm,1542 rpm,,1827 rpm,1822 rpm,1807 rpm
2026-09-08 07:46:00,,26.9 V,26.7 V,26.9 V,,27.0 V,26.5 V,26.2 V,,1840 rpm,1801 rpm,1803 rpm,,1819 rpm,1826 rpm,1827 rpm
2026-09-08 07:48:00,,26.8 V,26.9 V,26.9 V,,27.0 V,26.6 V,26.2 V,,1836 rpm,1752 rpm,1796 rpm,,1826 rpm,1822 rpm,1855 rpm
2026-09-08 07:50:00,,26.8 V,26.7 V,26.9 V,,27.0 V,26.7 V,26.2 V,,1831 rpm,1794 rpm,1801 rpm,,1809 rpm,1838 rpm,1840 rpm
2026-09-08 07:52:00,,26.7 V,26.9 V,26.9 V,,27.0 V,26.7 V,26.2 V,,1846 rpm,1764 rpm,1824 rpm,,1846 rpm,1836 rpm,1829 rpm
2026-09-08 07:54:00,,26.8 V,26.9 V,26.8 V,,27.0 V,26.7 V,26.1 V,,1856 rpm,1774 rpm,1824 rpm,,1853 rpm,1842 rpm,1849 rpm
2026-09-08 07:56:00,,26.8 V,26.9 V,26.9 V,,26.9 V,26.7 V,26.2 V,,1850 rpm,1468 rpm,1819 rpm,,1844 rpm,1824 rpm,1810 rpm
2026-09-08 07:58:00,,26.8 V,26.6 V,26.9 V,,27.0 V,26.7 V,26.2 V,,1837 rpm,1587 rpm,1820 rpm,,1844 rpm,1811 rpm,1827 rpm
2026-09-08 08:00:00,,26.8 V,26.9 V,26.8 V,,27.0 V,26.7 V,26.1 V,,1836 rpm,1775 rpm,1833 rpm,,1805 rpm,1821 rpm,1820 rpm
2026-09-08 08:02:00,,26.8 V,26.9 V,26.9 V,,27.0 V,26.7 V,26.1 V,,1825 rpm,1756 rpm,1777 rpm,,1800 rpm,1826 rpm,1814 rpm
2026-09-08 08:04:00,,26.8 V,26.7 V,26.9 V,,27.0 V,26.7 V,26.1 V,,1847 rpm,1778 rpm,1811 rpm,,1805 rpm,1828 rpm,1826 rpm
2026-09-08 08:06:00,,26.8 V,26.9 V,26.9 V,,27.0 V,26.7 V,26.1 V,,1828 rpm,1761 rpm,1822 rpm,,1834 rpm,1820 rpm,1809 rpm
2026-09-08 08:08:00,,26.8 V,26.6 V,26.9 V,,27.0 V,26.5 V,26.1 V,,1835 rpm,1769 rpm,1819 rpm,,1793 rpm,1831 rpm,1824 rpm
2026-09-08 08:10:00,,26.8 V,26.9 V,26.9 V,,26.9 V,26.7 V,26.1 V,,1837 rpm,1768 rpm,1845 rpm,,1810 rpm,1823 rpm,1831 rpm
2026-09-08 08:12:00,,26.8 V,26.9 V,26.9 V,,26.9 V,26.7 V,26.1 V,,1851 rpm,1760 rpm,1835 rpm,,1835 rpm,1820 rpm,1815 rpm
2026-09-08 08:14:00,,26.8 V,26.9 V,26.9 V,,26.9 V,26.6 V,26.1 V,,1842 rpm,1788 rpm,1822 rpm,,1826 rpm,1843 rpm,1829 rpm
2026-09-08 08:16:00,,26.8 V,26.9 V,26.9 V,,26.9 V,26.7 V,26.1 V,,1834 rpm,1765 rpm,1754 rpm,,1799 rpm,1821 rpm,1814 rpm
2026-09-08 08:18:00,,26.7 V,26.6 V,26.9 V,,26.9 V,26.7 V,,,1831 rpm,1792 rpm,1803 rpm,,1834 rpm,1818 rpm,
2026-09-08 08:20:00,,26.7 V,26.9 V,26.9 V,,26.9 V,26.7 V,26.2 V,,1831 rpm,1773 rpm,1819 rpm,,1855 rpm,1819 rpm,1860 rpm
2026-09-08 08:22:00,,26.8 V,26.8 V,,,26.9 V,26.6 V,26.1 V,,1843 rpm,1758 rpm,,,1840 rpm,1731 rpm,1834 rpm
2026-09-08 08:24:00,,26.8 V,26.8 V,,,27.0 V,26.3 V,26.2 V,,1828 rpm,1781 rpm,,,1800 rpm,1400 rpm,1807 rpm
2026-09-08 08:26:00,,26.6 V,26.9 V,26.9 V,,27.0 V,26.7 V,26.0 V,,1846 rpm,1774 rpm,1786 rpm,,1819 rpm,1400 rpm,1825 rpm
2026-09-08 08:28:00,,26.8 V,26.7 V,26.9 V,,27.0 V,26.7 V,26.1 V,,1847 rpm,1777 rpm,1814 rpm,,1810 rpm,1400 rpm,1847 rpm
2026-09-08 08:30:00,,26.8 V,26.9 V,26.9 V,,27.0 V,26.7 V,26.2 V,,1842 rpm,1773 rpm,1824 rpm,,1803 rpm,1400 rpm,1790 rpm
2026-09-08 08:32:00,,26.7 V,26.8 V,26.9 V,,27.0 V,26.3 V,26.1 V,,1843 rpm,1825 rpm,1834 rpm,,1831 rpm,1474 rpm,1808 rpm
2026-09-08 08:34:00,,26.8 V,26.7 V,26.9 V,,27.0 V,26.7 V,26.1 V,,1850 rpm,1780 rpm,1820 rpm,,1782 rpm,1546 rpm,1837 rpm
2026-09-08 08:36:00,,26.8 V,26.9 V,26.9 V,,26.9 V,26.7 V,26.1 V,,1534 rpm,1754 rpm,1824 rpm,,1802 rpm,1400 rpm,1811 rpm
2026-09-08 08:38:00,,26.6 V,26.9 V,26.9 V,,27.0 V,26.7 V,26.2 V,,1818 rpm,1817 rpm,1400 rpm,,1900 rpm,1825 rpm,1787 rpm
2026-09-08 08:40:00,,26.8 V,26.9 V,26.9 V,,27.0 V,26.7 V,26.1 V,,1807 rpm,1900 rpm,1400 rpm,,1854 rpm,1836 rpm,1833 rpm
2026-09-08 08:42:00,,26.7 V,26.9 V,26.9 V,,27.0 V,26.7 V,26.1 V,,1830 rpm,1826 rpm,1400 rpm,,1779 rpm,1836 rpm,1825 rpm
2026-09-08 08:44:00,,26.7 V,26.7 V,26.9 V,,27.0 V,26.7 V,26.1 V,,1784 rpm,1682 rpm,1400 rpm,,1781 rpm,1834 rpm,1787 rpm
2026-09-08 08:46:00,,26.7 V,26.9 V,26.9 V,,27.0 V,26.7 V,26.1 V,,1823 rpm,1763 rpm,1400 rpm,,1372 rpm,1824 rpm,1848 rpm
2026-09-08 08:48:00,,26.8 V,26.9 V,26.7 V,,27.0 V,26.7 V,26.1 V,,1819 rpm,1781 rpm,1495 rpm,,1625 rpm,1836 rpm,1790 rpm
2026-09-08 08:50:00,,26.8 V,26.7 V,26.9 V,,27.0 V,26.7 V,26.2 V,,1822 rpm,1782 rpm,1821 rpm,,1886 rpm,1828 rpm,1795 rpm
2026-09-08 08:52:00,25.1 V,26.6 V,26.9 V,26.9 V,,27.0 V,26.7 V,26.2 V,0 rpm,1833 rpm,1777 rpm,1832 rpm,,1797 rpm,1567 rpm,1354 rpm
2026-09-08 08:54:00,25.1 V,26.8 V,26.7 V,26.9 V,,27.0 V,26.7 V,25.8 V,0 rpm,1812 rpm,1767 rpm,1826 rpm,,1799 rpm,1400 rpm,800 rpm
2026-09-08 08:56:00,25.1 V,26.7 V,26.9 V,26.9 V,,27.0 V,26.7 V,25.8 V,0 rpm,1777 rpm,1777 rpm,1826 rpm,,1801 rpm,1619 rpm,800 rpm
2026-09-08 08:58:00,25.1 V,26.7 V,26.9 V,26.9 V,,27.0 V,26.7 V,26.3 V,0 rpm,1769 rpm,1780 rpm,1819 rpm,,1809 rpm,1754 rpm,1104 rpm
2026-09-08 09:00:00,25.1 V,26.7 V,26.9 V,26.9 V,,27.0 V,26.7 V,26.2 V,0 rpm,1822 rpm,1790 rpm,1833 rpm,,1834 rpm,1851 rpm,1876 rpm
2026-09-08 09:02:00,25.1 V,26.7 V,26.9 V,26.9 V,,27.0 V,26.7 V,26.1 V,0 rpm,1825 rpm,1781 rpm,1822 rpm,,1856 rpm,1820 rpm,1850 rpm
2026-09-08 09:04:00,25.1 V,26.7 V,26.7 V,26.9 V,,27.0 V,26.7 V,26.1 V,0 rpm,1855 rpm,1787 rpm,1829 rpm,,1869 rpm,1642 rpm,1851 rpm
2026-09-08 09:06:00,25.1 V,26.7 V,26.7 V,26.9 V,,27.0 V,26.7 V,25.9 V,0 rpm,1716 rpm,1778 rpm,1840 rpm,,1841 rpm,1702 rpm,1846 rpm
2026-09-08 09:08:00,25.1 V,26.7 V,26.8 V,26.9 V,,27.0 V,26.7 V,26.1 V,0 rpm,1538 rpm,1773 rpm,1824 rpm,,1819 rpm,1720 rpm,1833 rpm
2026-09-08 09:10:00,25.0 V,26.7 V,26.9 V,26.9 V,,27.0 V,26.7 V,26.1 V,58.0 rpm,1827 rpm,1690 rpm,1838 rpm,,1820 rpm,1830 rpm,1802 rpm
2026-09-08 09:12:00,26.9 V,26.7 V,26.7 V,26.8 V,,27.0 V,26.7 V,26.2 V,844 rpm,1820 rpm,1786 rpm,1828 rpm,,1808 rpm,1833 rpm,1829 rpm
2026-09-08 09:14:00,27.1 V,26.7 V,26.9 V,26.9 V,,26.8 V,26.7 V,26.2 V,800 rpm,1840 rpm,1764 rpm,1825 rpm,,1833 rpm,1825 rpm,1835 rpm
2026-09-08 09:16:00,26.7 V,26.7 V,26.8 V,26.9 V,,26.9 V,26.7 V,26.2 V,1256 rpm,1855 rpm,1816 rpm,1792 rpm,,1828 rpm,1661 rpm,1820 rpm
2026-09-08 09:18:00,27.0 V,26.8 V,26.9 V,,,26.9 V,26.7 V,26.1 V,1878 rpm,1827 rpm,1771 rpm,,,1816 rpm,1846 rpm,1815 rpm
2026-09-08 09:20:00,,26.8 V,26.9 V,26.9 V,,26.9 V,26.7 V,26.1 V,,1504 rpm,1778 rpm,1880 rpm,,1804 rpm,1839 rpm,1822 rpm
2026-09-08 09:22:00,,26.8 V,26.9 V,26.8 V,,26.9 V,26.7 V,26.2 V,,1400 rpm,1376 rpm,1868 rpm,,1832 rpm,1817 rpm,1831 rpm
2026-09-08 09:24:00,,26.7 V,26.8 V,26.8 V,,26.9 V,26.7 V,26.2 V,,1741 rpm,800 rpm,1874 rpm,,1788 rpm,1650 rpm,1850 rpm
2026-09-08 09:26:00,,26.8 V,26.8 V,26.8 V,,26.9 V,26.7 V,26.2 V,,1827 rpm,798 rpm,1884 rpm,,1802 rpm,1831 rpm,1852 rpm
2026-09-08 09:28:00,,26.8 V,26.8 V,26.8 V,,26.9 V,26.7 V,26.2 V,,1829 rpm,802 rpm,1878 rpm,,1806 rpm,1867 rpm,1823 rpm
2026-09-08 09:30:00,,26.8 V,,26.8 V,,26.9 V,26.7 V,26.1 V,,1810 rpm,,1883 rpm,,1824 rpm,1895 rpm,1854 rpm
2026-09-08 09:32:00,,26.8 V,,26.8 V,,26.8 V,26.7 V,26.1 V,,1813 rpm,,1884 rpm,,1807 rpm,1850 rpm,1866 rpm
2026-09-08 09:34:00,,26.8 V,,26.8 V,,26.8 V,26.7 V,26.1 V,,1830 rpm,,1874 rpm,,1828 rpm,1844 rpm,1839 rpm
2026-09-08 09:36:00,,26.8 V,,26.8 V,,26.7 V,26.7 V,26.2 V,,1825 rpm,,1859 rpm,,1823 rpm,1839 rpm,1826 rpm
2026-09-08 09:38:00,,26.6 V,,26.8 V,,26.8 V,26.7 V,26.2 V,,1837 rpm,,1835 rpm,,1816 rpm,1848 rpm,1863 rpm
2026-09-08 09:40:00,,26.8 V,,26.8 V,,26.8 V,26.7 V,26.1 V,,1828 rpm,,1864 rpm,,1804 rpm,1833 rpm,1797 rpm
2026-09-08 09:42:00,,26.7 V,,26.8 V,,26.8 V,26.7 V,26.2 V,,1832 rpm,,1835 rpm,,1829 rpm,1847 rpm,1827 rpm
2026-09-08 09:44:00,,26.8 V,,26.8 V,,26.8 V,26.7 V,26.2 V,,1799 rpm,,1831 rpm,,1801 rpm,1833 rpm,1808 rpm
2026-09-08 09:46:00,,26.8 V,,26.8 V,,26.8 V,26.7 V,26.2 V,,1825 rpm,,1810 rpm,,1808 rpm,1832 rpm,1835 rpm
2026-09-08 09:48:00,,26.6 V,,26.8 V,,26.8 V,26.7 V,26.2 V,,1815 rpm,,1810 rpm,,1625 rpm,1839 rpm,1829 rpm
2026-09-08 09:50:00,,26.8 V,,26.8 V,,26.8 V,26.7 V,26.1 V,,1832 rpm,,1437 rpm,,1400 rpm,1826 rpm,1820 rpm
2026-09-08 09:52:00,,26.8 V,,26.8 V,,26.9 V,26.7 V,26.0 V,,1509 rpm,,800 rpm,,1400 rpm,1841 rpm,1831 rpm
2026-09-08 09:54:00,,26.8 V,,26.8 V,,26.9 V,26.7 V,26.2 V,,1400 rpm,,944 rpm,,1486 rpm,1832 rpm,1834 rpm
2026-09-08 09:56:00,,26.8 V,,26.6 V,,26.9 V,26.7 V,26.1 V,,1400 rpm,,1792 rpm,,1802 rpm,1837 rpm,1835 rpm
2026-09-08 09:58:00,,26.8 V,,26.8 V,,26.9 V,26.7 V,26.2 V,,1510 rpm,,1835 rpm,,1818 rpm,1851 rpm,1833 rpm
2026-09-08 10:00:00,,26.8 V,,26.8 V,,26.9 V,26.7 V,26.2 V,,1869 rpm,,1824 rpm,,1802 rpm,1844 rpm,1851 rpm
2026-09-08 10:02:00,,26.8 V,,26.8 V,,26.9 V,26.7 V,25.8 V,,1862 rpm,,1822 rpm,,1819 rpm,1845 rpm,1832 rpm
2026-09-08 10:04:00,,26.8 V,,26.8 V,,26.9 V,26.7 V,26.0 V,,1864 rpm,,1834 rpm,,1817 rpm,1840 rpm,1825 rpm
2026-09-08 10:06:00,,26.8 V,,26.8 V,,26.9 V,26.7 V,25.4 V,,1849 rpm,,1861 rpm,,1797 rpm,1863 rpm,1838 rpm
2026-09-08 10:08:00,,26.8 V,,26.7 V,,26.9 V,26.7 V,26.0 V,,1851 rpm,,1830 rpm,,1811 rpm,1727 rpm,1849 rpm
2026-09-08 10:10:00,,26.8 V,,26.8 V,,26.8 V,26.7 V,26.1 V,,1848 rpm,,1825 rpm,,1847 rpm,1400 rpm,1848 rpm
2026-09-08 10:12:00,,26.8 V,,26.8 V,,26.8 V,26.7 V,26.0 V,,1850 rpm,,1821 rpm,,1798 rpm,1831 rpm,1842 rpm
2026-09-08 10:14:00,,26.7 V,,26.8 V,,26.9 V,26.6 V,25.9 V,,1862 rpm,,1840 rpm,,1804 rpm,1838 rpm,1849 rpm
2026-09-08 10:16:00,,26.7 V,,26.8 V,,26.9 V,26.7 V,26.1 V,,1819 rpm,,1836 rpm,,1815 rpm,1837 rpm,1848 rpm
2026-09-08 10:18:00,,26.8 V,,26.8 V,,26.9 V,26.7 V,26.0 V,,1825 rpm,,1824 rpm,,1814 rpm,1864 rpm,1859 rpm
2026-09-08 10:20:00,,26.7 V,,26.8 V,,26.9 V,26.7 V,26.1 V,,1835 rpm,,1820 rpm,,1814 rpm,1872 rpm,1804 rpm
2026-09-08 10:22:00,,26.7 V,,26.8 V,,26.9 V,26.7 V,26.1 V,,1845 rpm,,1827 rpm,,1891 rpm,1837 rpm,1802 rpm
2026-09-08 10:24:00,,26.7 V,,26.7 V,,26.9 V,26.7 V,26.0 V,,1833 rpm,,1828 rpm,,1797 rpm,1838 rpm,1833 rpm
2026-09-08 10:26:00,,26.7 V,,26.8 V,,26.9 V,26.7 V,26.1 V,,1847 rpm,,1836 rpm,,1789 rpm,1825 rpm,1835 rpm
2026-09-08 10:28:00,,26.8 V,26.8 V,26.7 V,,26.9 V,26.7 V,26.0 V,,1837 rpm,1238 rpm,1807 rpm,,1818 rpm,1845 rpm,1884 rpm
2026-09-08 10:30:00,,26.7 V,26.9 V,26.8 V,,26.9 V,26.7 V,26.1 V,,1841 rpm,1864 rpm,1643 rpm,,1811 rpm,1850 rpm,1841 rpm
2026-09-08 10:32:00,,26.7 V,26.9 V,26.8 V,,26.9 V,26.7 V,26.1 V,,1835 rpm,1849 rpm,1829 rpm,,1817 rpm,1853 rpm,1861 rpm
